asset_id,purchase_date,device_type,department,region,brand,model_year,age_in_months,battery_cycles,battery_health_percent,smart_sectors_reallocated,thermal_events_count,daily_usage_hours,usage_type,os,overheating_issues,performance_rating,total_incidents,critical_incidents,high_incidents,medium_incidents,low_incidents,avg_resolution_time_hours,incident_rate_per_month,critical_incident_ratio,battery_degradation_rate,thermal_events_per_month,risk_score,risk_label,data_completeness,created_at,purchase_year,age_in_months_recalc
LAP-0102,2019-07-30 05:45:35.999999983,laptop,Sales,EU,Apple,2019,79,100,36.0,79,39,3.6,Office,macOS,True,2,14,3,4,2,5,7.14,1.772,0.2143,0.8101,0.4937,0.764,high,1.0,2019-08-07 05:45:35.999999983,2025,2
LAP-0103,2024-04-29 07:40:47.999999992,laptop,HR,India,Acer,2024,22,204,57.92,15,6,5.4,Creative,Windows,False,3,7,0,0,2,5,7.76,3.182,0.0,1.9127,0.2727,0.275,low,1.0,2024-05-14 07:40:47.999999992,2025,10
LAP-0104,2019-05-30 08:38:23.999999975,laptop,IT,US,Acer,2018,81,111,36.0,80,35,10.5,Programming,Windows,False,2,15,2,4,4,5,6.83,1.852,0.1333,0.7901,0.4321,0.76,high,1.0,2019-06-09 08:38:23.999999975,2025,6
LAP-0105,2023-08-29 19:12:00.000000000,laptop,Engineering,EU,HP,2023,30,100,40.0,48,1,7.0,Programming,Windows,False,2,12,0,2,4,6,7.45,4.0,0.0,2.0,0.0333,0.432,medium,0.78,2023-08-30 19:12:00.000000000,2025,4
LAP-0106,2024-11-28 09:36:00.000000000,laptop,IT,India,HP,2024,15,100,63.1,9,7,5.0,Student,Windows,False,4,3,0,0,1,2,5.9,2.0,0.0,2.46,0.4667,0.199,low,0.86,2024-12-27 09:36:00.000000000,2025,6
LAP-0107,2022-01-28 10:33:35.999999983,laptop,Operations,EU,Asus,2022,49,163,74.64,9,19,10.3,Gaming,Windows,True,4,4,0,0,1,3,5.69,0.816,0.0,0.5176,0.3878,0.299,low,1.0,2022-02-15 10:33:35.999999983,2025,5
LAP-0108,2021-11-28 13:26:23.999999992,laptop,HR,India,Apple,2020,51,250,40.0,81,16,11.0,Creative,macOS,True,1,20,1,4,8,7,12.27,3.922,0.05,1.1765,0.3137,0.682,high,0.37,2021-11-30 13:26:23.999999992,2025,11
LAP-0109,2019-11-29 00:00:00.000000000,laptop,Sales,US,Dell,2019,75,247,39.0,77,35,9.6,Gaming,Windows,False,2,17,2,4,3,8,9.9,2.267,0.1176,0.8133,0.4667,0.767,high,1.0,2019-12-18 00:00:00.000000000,2025,11
LAP-0110,2024-05-29 18:14:24.000000000,laptop,Operations,US,Acer,2024,21,100,67.83,20,3,4.2,Office,Windows,False,4,4,0,0,1,3,6.1,1.905,0.0,1.5319,0.1429,0.216,low,1.0,2024-06-11 18:14:24.000000000,2025,6
LAP-0111,2023-03-30 14:23:59.999999992,laptop,HR,India,HP,2022,35,100,63.02,23,9,4.8,Student,Windows,False,4,2,0,0,0,2,4.54,0.571,0.0,1.0566,0.2571,0.267,low,1.0,2023-04-21 14:23:59.999999992,2025,9
LAP-0112,2024-09-28 12:28:48.000000000,laptop,Operations,US,HP,2024,17,100,57.41,48,27,4.2,Student,Windows,True,2,11,0,2,4,5,11.9,6.471,0.0,2.5053,1.5882,0.456,medium,1.0,2024-09-29 12:28:48.000000000,2025,8
LAP-0113,2024-04-29 07:40:47.999999992,laptop,Sales,US,Asus,2024,22,100,56.95,41,6,3.1,Office,Windows,False,2,9,0,1,3,5,7.2,4.091,0.0,1.9568,0.2727,0.349,low,1.0,2024-05-01 07:40:47.999999992,2025,7
LAP-0114,2020-08-28 23:02:23.999999983,laptop,IT,India,HP,2020,66,100,30.0,92,48,4.4,Student,Windows,True,1,19,4,6,3,6,8.33,2.879,0.2105,1.0606,0.7273,0.879,high,0.35,2020-09-26 23:02:23.999999983,2025,2
LAP-0115,2023-06-29 22:04:48.000000000,laptop,IT,India,Apple,2023,32,103,47.63,41,3,6.6,Office,macOS,False,2,10,0,2,4,4,7.8,3.125,0.0,1.6366,0.0938,0.392,medium,1.0,2023-07-15 22:04:48.000000000,2025,6
LAP-0116,2023-10-29 16:19:12.000000000,laptop,IT,US,Lenovo,2022,28,100,62.6,14,9,8.3,Gaming,Windows,False,4,5,0,0,2,3,3.43,1.786,0.0,1.3357,0.3214,0.266,low,0.84,2023-11-13 16:19:12.000000000,2025,3
LAP-0117,2021-03-30 00:57:36.000000000,laptop,Engineering,EU,HP,2021,59,100,40.0,65,29,4.4,Student,Windows,True,1,15,0,3,6,6,7.26,2.542,0.0,1.0169,0.4915,0.669,high,1.0,2021-04-12 00:57:36.000000000,2025,5
LAP-0118,2025-02-27 17:16:48.000000000,laptop,Operations,India,Apple,2025,12,100,73.22,14,50,8.9,Creative,macOS,True,4,5,0,1,2,2,10.8,4.167,0.0,2.2317,4.1667,0.37,medium,1.0,2025-03-15 17:16:48.000000000,2025,2
LAP-0119,2025-04-29 14:24:00.000000000,laptop,Sales,EU,HP,2024,10,233,71.19,13,42,9.8,Creative,Windows,True,4,4,0,0,1,3,4.9,4.0,0.0,2.881,4.2,0.327,low,1.0,2025-05-16 14:24:00.000000000,2025,8
LAP-0120,2024-04-29 07:40:47.999999992,laptop,Finance,EU,Apple,2023,22,177,64.32,34,5,4.0,Student,macOS,False,4,3,0,0,1,2,9.26,1.364,0.0,1.6218,0.2273,0.253,low,1.0,2024-05-20 07:40:47.999999992,2025,12
LAP-0121,2024-05-29 18:14:24.000000000,laptop,Sales,India,Apple,2023,21,100,40.0,50,9,3.9,Student,macOS,False,1,17,0,3,6,8,7.71,8.095,0.0,2.8571,0.4286,0.5,medium,1.0,2024-06-27 18:14:24.000000000,2025,2
LAP-0122,2024-07-29 15:21:36.000000000,laptop,IT,US,Asus,2024,19,180,40.0,43,31,10.8,Gaming,Windows,True,2,12,0,2,4,6,7.54,6.316,0.0,3.1579,1.6316,0.52,medium,0.44,2024-08-27 15:21:36.000000000,2025,7
LAP-0123,2024-04-29 07:40:47.999999992,laptop,Engineering,India,Asus,2024,22,105,40.0,62,8,4.0,Student,Windows,False,1,17,0,3,6,8,8.47,7.727,0.0,2.7273,0.3636,0.522,medium,1.0,2024-05-06 07:40:47.999999992,2025,8
LAP-0124,2025-04-29 14:24:00.000000000,laptop,Finance,EU,Dell,2024,10,100,57.87,46,7,6.3,Office,Windows,False,2,12,0,2,4,6,12.09,12.0,0.0,4.213,0.7,0.366,medium,1.0,2025-05-23 14:24:00.000000000,2025,7
LAP-0125,2021-11-28 13:26:23.999999992,laptop,IT,EU,Asus,2020,51,260,43.28,50,4,5.8,Office,Windows,False,2,11,0,2,4,5,8.19,2.157,0.0,1.1122,0.0784,0.474,medium,1.0,2021-12-24 13:26:23.999999992,2025,12
LAP-0126,2024-05-29 18:14:24.000000000,laptop,IT,EU,HP,2024,21,119,40.0,36,6,9.7,Programming,Windows,False,2,11,0,2,4,5,9.87,5.238,0.0,2.8571,0.2857,0.4,medium,1.0,2024-06-15 18:14:24.000000000,2025,5
LAP-0127,2022-05-30 04:48:00.000000000,laptop,IT,India,Acer,2022,45,100,57.92,39,0,3.7,Office,Windows,False,2,8,0,1,3,4,9.82,1.778,0.0,0.9351,0.0,0.357,medium,1.0,2022-06-06 04:48:00.000000000,2025,6
LAP-0128,2024-09-28 12:28:48.000000000,laptop,Engineering,India,HP,2024,17,119,40.0,38,8,11.2,Programming,Windows,False,2,9,0,1,3,5,6.65,5.294,0.0,3.5294,0.4706,0.383,medium,1.0,2024-10-11 12:28:48.000000000,2025,3
LAP-0129,2023-09-29 05:45:36.000000000,laptop,HR,India,Acer,2022,29,100,40.0,66,34,3.1,Student,Windows,True,1,16,0,3,6,7,5.88,5.517,0.0,2.069,1.1724,0.638,high,1.0,2023-10-04 05:45:36.000000000,2025,5
LAP-0130,2024-03-29 21:07:12.000000000,laptop,HR,US,Acer,2024,23,137,65.66,7,2,11.3,Gaming,Windows,False,4,5,0,0,2,3,9.79,2.174,0.0,1.493,0.087,0.206,low,1.0,2024-04-24 21:07:12.000000000,2025,5
LAP-0131,2023-10-29 16:19:12.000000000,laptop,Operations,US,Apple,2023,28,100,44.91,48,33,5.8,Programming,macOS,True,2,11,0,2,4,5,10.76,3.929,0.0,1.9675,1.1786,0.534,medium,1.0,2023-11-15 16:19:12.000000000,2025,5
LAP-0132,2023-05-30 11:31:11.999999992,laptop,HR,India,Apple,2023,33,100,73.78,9,1,5.2,Programming,macOS,False,4,4,0,0,1,3,6.88,1.212,0.0,0.7945,0.0303,0.196,low,1.0,2023-06-02 11:31:11.999999992,2025,2
LAP-0133,2024-01-29 00:00:00.000000000,laptop,IT,US,Dell,2023,25,100,41.89,31,2,4.2,Student,Windows,False,2,9,0,1,3,5,6.71,3.6,0.0,2.3244,0.08,0.357,medium,1.0,2024-02-05 00:00:00.000000000,2025,3
LAP-0134,2021-12-29 00:00:00.000000000,laptop,HR,India,Asus,2020,50,213,40.0,61,5,6.8,Programming,Windows,False,2,10,0,2,4,4,7.11,2.0,0.0,1.2,0.1,0.496,medium,1.0,2022-01-24 00:00:00.000000000,2025,12
LAP-0135,2020-02-28 07:40:47.999999975,laptop,Sales,EU,Asus,2020,72,244,27.0,96,48,8.9,Gaming,Windows,True,2,20,2,6,5,7,6.75,2.778,0.1,1.0139,0.6667,0.916,high,0.41,2020-03-16 07:40:47.999999975,2025,10
LAP-0136,2023-12-29 13:26:23.999999992,laptop,HR,US,Acer,2022,26,194,56.6,53,17,5.9,Programming,Windows,True,2,9,0,1,3,5,7.56,3.462,0.0,1.6692,0.6538,0.427,medium,1.0,2024-01-05 13:26:23.999999992,2025,11
LAP-0137,2023-08-29 19:12:00.000000000,laptop,Finance,US,Apple,2022,30,173,40.0,51,30,3.2,Student,macOS,True,2,11,0,2,4,5,8.14,3.667,0.0,2.0,1.0,0.544,medium,1.0,2023-09-19 19:12:00.000000000,2025,12
LAP-0138,2023-01-28 17:16:48.000000000,laptop,HR,India,Acer,2023,37,243,40.0,54,43,10.1,Gaming,Windows,True,2,8,0,1,3,4,7.62,2.162,0.0,1.6216,1.1622,0.587,high,1.0,2023-01-29 17:16:48.000000000,2025,10
LAP-0139,2022-11-28 20:09:35.999999992,laptop,Sales,India,HP,2022,39,125,43.73,43,11,4.2,Office,Windows,True,2,8,0,1,3,4,6.87,2.051,0.0,1.4428,0.2821,0.432,medium,0.42,2022-12-15 20:09:35.999999992,2025,8
LAP-0140,2022-04-29 18:14:24.000000000,laptop,Sales,India,Acer,2022,46,278,54.51,54,13,9.2,Creative,Windows,True,2,11,0,2,4,5,7.05,2.391,0.0,0.9889,0.2826,0.48,medium,1.0,2022-05-29 18:14:24.000000000,2025,12
LAP-0141,2021-10-29 02:52:47.999999992,laptop,IT,EU,Acer,2020,52,188,40.0,50,16,7.3,Office,Windows,True,2,10,0,2,4,4,11.08,1.923,0.0,1.1538,0.3077,0.522,medium,1.0,2021-11-15 02:52:47.999999992,2025,12
LAP-0142,2020-06-29 01:55:11.999999992,laptop,Finance,EU,Apple,2020,68,131,19.0,88,46,12.0,Creative,macOS,False,2,18,3,6,3,6,5.81,2.647,0.1667,1.1912,0.6765,0.884,high,0.73,2020-07-10 01:55:11.999999992,2025,7
LAP-0143,2023-05-30 11:31:11.999999992,laptop,HR,India,Apple,2022,33,100,40.0,66,22,3.2,Student,macOS,True,1,20,1,4,8,7,9.57,6.061,0.05,1.8182,0.6667,0.639,high,1.0,2023-06-24 11:31:11.999999992,2025,5
LAP-0144,2022-12-29 06:43:12.000000000,laptop,Engineering,India,Dell,2021,38,162,40.0,59,18,6.7,Creative,Windows,True,2,11,0,2,4,5,8.53,2.895,0.0,1.5789,0.4737,0.529,medium,1.0,2023-01-25 06:43:12.000000000,2025,12
LAP-0145,2019-05-30 08:38:23.999999975,laptop,IT,India,Lenovo,2019,81,100,35.0,80,37,6.8,Creative,Windows,False,3,17,2,5,4,6,10.43,2.099,0.1176,0.8025,0.4568,0.791,high,1.0,2019-06-28 08:38:23.999999975,2025,2
LAP-0146,2024-04-29 07:40:47.999999992,laptop,Sales,US,Dell,2023,22,100,40.0,63,9,4.3,Student,Windows,False,1,14,0,2,5,7,8.68,6.364,0.0,2.7273,0.4091,0.498,medium,1.0,2024-05-02 07:40:47.999999992,2025,3
LAP-0147,2024-08-29 01:55:11.999999992,laptop,Engineering,India,Apple,2024,18,162,40.0,47,8,11.1,Programming,macOS,False,2,12,0,2,4,6,8.48,6.667,0.0,3.3333,0.4444,0.434,medium,0.55,2024-09-13 01:55:11.999999992,2025,8
LAP-0148,2021-09-28 16:19:11.999999983,laptop,Sales,US,Dell,2021,53,100,65.77,16,4,7.6,Programming,Windows,False,4,4,0,0,1,3,6.77,0.755,0.0,0.6458,0.0755,0.284,low,0.82,2021-10-27 16:19:11.999999983,2025,7
LAP-0149,2019-08-29 16:19:11.999999983,laptop,IT,EU,Dell,2018,78,100,17.0,100,47,3.5,Office,Windows,False,1,17,3,4,3,7,10.2,2.179,0.1765,1.0641,0.6026,0.916,high,1.0,2019-09-19 16:19:11.999999983,2025,5
LAP-0150,2025-08-29 08:38:24.000000000,laptop,Operations,US,Dell,2024,6,112,40.0,58,31,6.8,Office,Windows,True,2,8,0,1,3,4,11.05,8.0,0.0,10.0,5.1667,0.483,medium,1.0,2025-09-09 08:38:24.000000000,2025,9
LAP-0151,2022-11-28 20:09:35.999999992,laptop,IT,EU,HP,2022,39,171,74.43,20,3,5.6,Programming,Windows,False,4,3,0,0,1,2,6.55,0.769,0.0,0.6556,0.0769,0.227,low,1.0,2022-12-24 20:09:35.999999992,2025,12
LAP-0152,2023-09-29 05:45:36.000000000,laptop,HR,India,Apple,2022,29,100,49.79,58,44,4.7,Student,macOS,True,2,9,0,1,3,5,5.31,3.103,0.0,1.7314,1.5172,0.568,high,1.0,2023-10-27 05:45:36.000000000,2025,9
LAP-0153,2025-03-30 03:50:24.000000000,laptop,HR,US,Lenovo,2024,11,154,59.95,47,8,9.2,Programming,Windows,False,2,8,0,1,3,4,9.54,7.273,0.0,3.6409,0.7273,0.329,low,0.86,2025-04-15 03:50:24.000000000,2025,6
LAP-0154,2019-11-29 00:00:00.000000000,laptop,Engineering,India,Apple,2019,75,100,18.0,88,48,6.0,Programming,macOS,True,2,17,3,5,4,5,12.76,2.267,0.1765,1.0933,0.64,0.893,high,1.0,2019-12-24 00:00:00.000000000,2025,7
LAP-0155,2021-05-29 22:04:47.999999983,laptop,HR,US,HP,2020,57,179,75.73,32,8,5.7,Creative,Windows,False,4,3,0,0,1,2,8.2,0.526,0.0,0.4258,0.1404,0.305,low,1.0,2021-06-20 22:04:47.999999983,2025,11
LAP-0156,2020-01-28 21:07:12.000000009,laptop,IT,US,HP,2020,73,100,40.0,76,32,4.1,Student,Windows,False,2,13,2,4,3,4,10.95,1.781,0.1538,0.8219,0.4384,0.71,high,0.63,2020-02-25 21:07:12.000000009,2025,5
LAP-0157,2025-05-30 00:57:36.000000000,laptop,Sales,US,HP,2025,9,163,67.05,22,0,11.2,Gaming,Windows,False,4,4,0,0,1,3,6.7,4.0,0.0,3.6611,0.0,0.185,low,1.0,2025-06-08 00:57:36.000000000,2025,7
LAP-0158,2020-10-28 20:09:35.999999992,laptop,Engineering,US,Lenovo,2020,64,100,40.0,84,42,10.6,Programming,Windows,False,3,15,2,5,3,5,4.36,2.344,0.1333,0.9375,0.6562,0.769,high,1.0,2020-11-21 20:09:35.999999992,2025,2
LAP-0159,2022-10-29 09:35:59.999999992,laptop,HR,India,Dell,2021,40,102,40.0,53,19,3.0,Office,Windows,True,2,9,0,1,3,5,7.77,2.25,0.0,1.5,0.475,0.505,medium,1.0,2022-11-22 09:35:59.999999992,2025,10
LAP-0160,2022-01-28 10:33:35.999999983,laptop,Sales,EU,Apple,2021,49,100,40.0,75,6,3.5,Office,macOS,False,1,15,0,3,6,6,10.48,3.061,0.0,1.2245,0.1224,0.576,high,0.54,2022-01-29 10:33:35.999999983,2025,8
LAP-0161,2019-08-29 16:19:11.999999983,laptop,Engineering,EU,Apple,2019,78,135,20.0,91,50,11.3,Creative,macOS,True,2,19,4,6,3,6,8.52,2.436,0.2105,1.0256,0.641,0.922,high,1.0,2019-09-27 16:19:11.999999983,2025,4
LAP-0162,2022-12-29 06:43:12.000000000,laptop,IT,US,HP,2022,38,100,81.98,12,44,11.1,Programming,Windows,True,4,3,0,0,1,2,8.72,0.789,0.0,0.4742,1.1579,0.354,medium,1.0,2023-01-23 06:43:12.000000000,2026,1
LAP-0163,2022-12-29 06:43:12.000000000,laptop,Sales,EU,Apple,2021,38,138,48.26,44,22,5.7,Creative,macOS,True,2,10,0,2,4,4,6.3,2.632,0.0,1.3616,0.5789,0.485,medium,1.0,2023-01-20 06:43:12.000000000,2025,9
LAP-0164,2025-01-28 06:43:12.000000000,laptop,HR,US,Dell,2025,13,158,40.0,66,7,11.8,Gaming,Windows,False,1,15,0,3,6,6,6.99,11.538,0.0,4.6154,0.5385,0.487,medium,1.0,2025-02-13 06:43:12.000000000,2025,7
LAP-0165,2022-12-29 06:43:12.000000000,laptop,Sales,India,HP,2021,38,282,43.49,50,36,8.4,Creative,Windows,True,2,12,0,2,4,6,7.37,3.158,0.0,1.4871,0.9474,0.584,high,0.83,2023-01-07 06:43:12.000000000,2025,12
LAP-0166,2019-09-29 02:52:47.999999992,laptop,Sales,US,HP,2018,77,161,17.0,97,45,11.3,Gaming,Windows,False,1,18,2,5,5,6,8.83,2.338,0.1111,1.0779,0.5844,0.912,high,0.85,2019-10-18 02:52:47.999999992,2025,7
LAP-0167,2020-03-29 18:14:23.999999983,laptop,Engineering,EU,Dell,2020,71,171,36.0,74,41,11.4,Creative,Windows,False,3,13,2,4,2,5,7.78,1.831,0.1538,0.9014,0.5775,0.75,high,1.0,2020-04-10 18:14:23.999999983,2025,11
LAP-0168,2022-11-28 20:09:35.999999992,laptop,Operations,EU,Asus,2021,39,100,40.0,50,37,3.0,Office,Windows,True,2,8,0,1,3,4,7.49,2.051,0.0,1.5385,0.9487,0.559,high,1.0,2022-12-17 20:09:35.999999992,2025,10
LAP-0169,2020-09-28 09:35:59.999999992,laptop,Finance,India,Dell,2020,65,100,41.0,75,43,10.3,Programming,Windows,False,2,14,2,4,3,5,3.1,2.154,0.1429,0.9077,0.6615,0.745,high,1.0,2020-10-20 09:35:59.999999992,2026,1
LAP-0170,2022-02-27 21:07:11.999999992,laptop,Engineering,EU,Acer,2021,48,100,43.76,33,12,7.9,Programming,Windows,True,2,10,0,2,4,4,8.19,2.083,0.0,1.1717,0.25,0.455,medium,1.0,2022-03-08 21:07:11.999999992,2025,3
LAP-0171,2019-04-29 22:04:48.000000009,laptop,Engineering,India,Asus,2018,82,194,44.0,85,37,11.7,Creative,Windows,False,3,13,2,4,3,4,10.51,1.585,0.1538,0.6829,0.4512,0.738,high,1.0,2019-05-06 22:04:48.000000009,2025,8
LAP-0172,2021-07-29 19:12:00.000000000,laptop,HR,India,Acer,2020,55,100,66.98,11,27,3.5,Office,Windows,True,4,5,0,1,2,2,8.02,0.909,0.0,0.6004,0.4909,0.377,medium,0.61,2021-08-12 19:12:00.000000000,2026,1
LAP-0173,2024-10-28 23:02:24.000000000,laptop,Engineering,US,Dell,2024,16,152,76.18,13,1,5.2,Programming,Windows,False,4,4,0,0,1,3,3.2,2.5,0.0,1.4887,0.0625,0.163,low,1.0,2024-11-26 23:02:24.000000000,2025,9
LAP-0174,2021-09-28 16:19:11.999999983,laptop,IT,US,Apple,2020,53,100,74.26,12,1,6.1,Office,macOS,False,4,3,0,0,1,2,4.82,0.566,0.0,0.4857,0.0189,0.233,low,1.0,2021-10-17 16:19:11.999999983,2025,5
LAP-0175,2023-10-29 16:19:12.000000000,laptop,Engineering,US,Lenovo,2023,28,100,59.57,26,2,4.0,Office,Windows,False,3,5,0,0,2,3,8.67,1.786,0.0,1.4439,0.0714,0.269,low,1.0,2023-11-17 16:19:12.000000000,2025,11
LAP-0176,2023-08-29 19:12:00.000000000,laptop,IT,US,Lenovo,2023,30,116,45.99,58,5,4.3,Office,Windows,False,2,11,0,2,4,5,8.28,3.667,0.0,1.8003,0.1667,0.444,medium,0.92,2023-08-31 19:12:00.000000000,2025,12
LAP-0177,2019-12-29 10:33:36.000000009,laptop,IT,EU,Dell,2019,74,126,33.0,99,49,5.5,Office,Windows,False,1,20,3,7,5,5,5.16,2.703,0.15,0.9054,0.6622,0.912,high,0.72,2020-01-07 10:33:36.000000009,2025,8
LAP-0178,2020-01-28 21:07:12.000000009,laptop,HR,EU,Acer,2020,73,100,35.0,70,41,9.6,Programming,Windows,True,3,14,2,4,2,6,8.74,1.918,0.1429,0.8904,0.5616,0.757,high,0.75,2020-02-10 21:07:12.000000009,2025,2
LAP-0179,2022-02-27 21:07:11.999999992,laptop,Sales,US,Apple,2022,48,100,40.0,64,46,4.9,Student,macOS,True,1,19,0,3,7,9,9.82,3.958,0.0,1.25,0.9583,0.752,high,1.0,2022-03-14 21:07:11.999999992,2025,6
LAP-0180,2024-08-29 01:55:11.999999992,laptop,IT,India,Dell,2023,18,100,40.24,44,8,8.5,Gaming,Windows,False,2,10,0,2,4,4,9.51,5.556,0.0,3.32,0.4444,0.407,medium,1.0,2024-09-01 01:55:11.999999992,2025,2
LAP-0181,2021-11-28 13:26:23.999999992,laptop,Engineering,US,HP,2020,51,157,40.0,58,8,3.7,Office,Windows,False,2,11,0,2,4,5,7.55,2.157,0.0,1.1765,0.1569,0.514,medium,0.81,2021-12-09 13:26:23.999999992,2025,10
LAP-0182,2022-10-29 09:35:59.999999992,laptop,IT,US,Apple,2022,40,100,40.0,60,44,8.0,Creative,macOS,True,1,17,0,3,6,8,8.6,4.25,0.0,1.5,1.1,0.699,high,1.0,2022-11-19 09:35:59.999999992,2025,5
LAP-0183,2020-11-28 06:43:12.000000000,laptop,Operations,India,HP,2019,63,151,52.0,86,43,5.3,Office,Windows,False,2,14,2,4,3,5,5.47,2.222,0.1429,0.7619,0.6825,0.735,high,1.0,2020-12-12 06:43:12.000000000,2025,11
LAP-0184,2019-12-29 10:33:36.000000009,laptop,Sales,US,Acer,2019,74,100,17.0,100,48,3.8,Student,Windows,True,1,20,2,5,4,9,5.91,2.703,0.1,1.1216,0.6486,0.949,high,0.91,2020-01-28 10:33:36.000000009,2025,4
LAP-0185,2022-11-28 20:09:35.999999992,laptop,Sales,India,Apple,2021,39,100,83.27,14,11,7.0,Creative,macOS,True,5,1,0,0,0,1,6.68,0.256,0.0,0.429,0.2821,0.205,low,0.73,2022-12-23 20:09:35.999999992,2025,6
LAP-0186,2023-02-28 03:50:23.999999992,laptop,HR,EU,HP,2022,36,165,73.0,17,7,11.1,Programming,Windows,False,4,5,0,0,2,3,7.48,1.389,0.0,0.75,0.1944,0.254,low,1.0,2023-03-08 03:50:23.999999992,2025,8
LAP-0187,2022-01-28 10:33:35.999999983,laptop,IT,India,Acer,2022,49,100,52.33,46,9,8.0,Creative,Windows,False,2,9,0,1,3,5,10.67,1.837,0.0,0.9729,0.1837,0.439,medium,1.0,2022-02-15 10:33:35.999999983,2025,4
LAP-0188,2019-07-30 05:45:35.999999983,laptop,IT,India,Asus,2018,79,100,18.0,90,49,3.6,Office,Windows,False,2,18,2,6,4,6,9.16,2.278,0.1111,1.038,0.6203,0.911,high,1.0,2019-08-18 05:45:35.999999983,2025,11
LAP-0189,2020-11-28 06:43:12.000000000,laptop,Finance,EU,Lenovo,2020,63,250,40.0,72,40,9.1,Creative,Windows,True,3,17,3,4,3,7,6.72,2.698,0.1765,0.9524,0.6349,0.755,high,1.0,2020-12-14 06:43:12.000000000,2025,12
LAP-0190,2022-10-29 09:35:59.999999992,laptop,Engineering,EU,HP,2022,40,199,52.48,49,28,11.2,Creative,Windows,True,2,12,0,2,4,6,8.15,3.0,0.0,1.188,0.7,0.532,medium,1.0,2022-10-31 09:35:59.999999992,2025,7
LAP-0191,2023-03-30 14:23:59.999999992,laptop,HR,India,Asus,2022,35,123,52.81,42,18,11.7,Programming,Windows,True,2,9,0,1,3,5,6.47,2.571,0.0,1.3483,0.5143,0.437,medium,0.69,2023-04-07 14:23:59.999999992,2025,4
LAP-0192,2024-02-28 10:33:35.999999992,laptop,IT,EU,Apple,2024,24,130,40.0,63,14,10.8,Programming,macOS,True,1,15,0,3,6,6,6.29,6.25,0.0,2.5,0.5833,0.532,medium,0.95,2024-03-21 10:33:35.999999992,2025,7
LAP-0193,2020-07-29 12:28:48.000000000,laptop,Operations,US,Lenovo,2020,67,100,18.0,92,46,10.9,Creative,Windows,False,1,20,4,6,4,6,7.76,2.985,0.2,1.2239,0.6866,0.913,high,0.7,2020-08-04 12:28:48.000000000,2025,2
LAP-0194,2021-07-29 19:12:00.000000000,laptop,Engineering,US,Asus,2021,55,100,89.96,11,6,4.2,Office,Windows,False,5,0,0,0,0,0,0.0,0.0,0.0,0.1825,0.1091,0.186,low,1.0,2021-08-10 19:12:00.000000000,2025,3
LAP-0195,2023-07-30 08:38:24.000000000,laptop,HR,US,Dell,2022,31,100,56.18,44,3,4.3,Student,Windows,False,2,11,0,2,4,5,9.3,3.548,0.0,1.4135,0.0968,0.384,medium,0.75,2023-08-14 08:38:24.000000000,2025,2
LAP-0196,2025-08-29 08:38:24.000000000,laptop,Operations,EU,Apple,2025,6,100,68.06,15,14,4.7,Office,macOS,True,4,4,0,0,1,3,7.14,4.0,0.0,5.3233,2.3333,0.218,low,0.67,2025-09-23 08:38:24.000000000,2025,10
LAP-0197,2020-05-29 15:21:35.999999992,laptop,Sales,US,Asus,2020,69,196,32.0,91,50,10.1,Gaming,Windows,False,2,17,3,5,4,5,10.56,2.464,0.1765,0.9855,0.7246,0.866,high,1.0,2020-06-06 15:21:35.999999992,2025,8
LAP-0198,2022-10-29 09:35:59.999999992,laptop,HR,US,Acer,2021,40,100,88.57,3,18,9.7,Gaming,Windows,True,5,0,0,0,0,0,0.0,0.0,0.0,0.2858,0.45,0.19,low,0.72,2022-11-02 09:35:59.999999992,2025,4
LAP-0199,2025-03-30 03:50:24.000000000,laptop,Engineering,India,Acer,2024,11,100,54.45,29,9,7.7,Programming,Windows,False,2,11,0,2,4,5,8.59,10.0,0.0,4.1409,0.8182,0.341,low,0.9,2025-04-14 03:50:24.000000000,2026,1
LAP-0200,2022-07-30 01:55:11.999999992,laptop,Engineering,EU,Acer,2022,43,100,42.55,53,6,4.3,Office,Windows,False,2,9,0,1,3,5,10.12,2.093,0.0,1.336,0.1395,0.453,medium,1.0,2022-08-27 01:55:11.999999992,2025,12
LAP-0201,2024-03-29 21:07:12.000000000,laptop,Engineering,India,Asus,2024,23,181,52.33,57,0,10.3,Programming,Windows,False,2,8,0,1,3,4,9.65,3.478,0.0,2.0726,0.0,0.361,medium,1.0,2024-04-18 21:07:12.000000000,2025,10
LAP-0202,2022-12-29 06:43:12.000000000,laptop,Sales,India,Asus,2022,38,100,61.01,6,8,5.9,Creative,Windows,False,4,3,0,0,1,2,4.98,0.789,0.0,1.0261,0.2105,0.251,low,1.0,2023-01-23 06:43:12.000000000,2025,2
LAP-0203,2022-01-28 10:33:35.999999983,laptop,Finance,EU,Asus,2022,49,132,40.0,77,2,4.3,Office,Windows,False,1,13,0,2,5,6,9.31,2.653,0.0,1.2245,0.0408,0.544,medium,1.0,2022-02-14 10:33:35.999999983,2025,12
LAP-0204,2023-09-29 05:45:36.000000000,laptop,Sales,US,Lenovo,2023,29,100,45.25,41,26,4.0,Student,Windows,True,2,11,0,2,4,5,8.09,3.793,0.0,1.8879,0.8966,0.493,medium,1.0,2023-10-12 05:45:36.000000000,2025,3
